file	paragraph	line_start	line_end	char_count	hits	snippet
007.李玉阶与天命.txt	4	7	7	222	故事|一天	我的确不知道在《自立晚报》以前的李玉阶是个宗教狂热者，但我听萧孟能夫人朱婉坚告诉我一个故事，对李玉阶印象深刻。故事如下：港星穆虹来台，人争见之。有一天，李玉阶说要南下参观，当时的确有这么一个以报老板为主的参观团。老妻不疑有他，特到车站送行。不料车到万华，李玉阶就跳下来，换了三轮车而遁。正好那几天李子弋行踪诡谲，子弋嫂廖素雯跟婆婆哭诉，说子弋一定去穆虹家了。于是婆媳二人，联手出击，到中和乡穆虹家去抓。不料破门而入之际，沙发上坐的，竟是李玉阶！
013.李子弋该打屁股.txt	3	5	5	380	故事	我愿在这里立刻代子弋老哥澄清，并为李氏父子庆幸，因为这一讹传，我不止听萧孟能夫人朱婉坚说过，也听一些人说过，如今经李敖一言九鼎，得以正式澄清，亦子弋老哥尽孝之一大契机。我与子弋老哥相识二十五年，深喜其人坦白豪爽、有真性情。这种真性情，有时也会屁股挨打。一千八百年前，思想家王充只不过说了他爸爸“勇势凌人”、喜欢打架，就被六百年后的史学家骂他“述其父祖不肖”、“厚辱其先”了；如今子弋老哥辩正遁走会穆虹事件不实之余，却不讳他爸爸“征逐声色”那些事，他该打屁股，还用说吗？人间总有不虞之誉，也有风流之毁，正此失彼，反易描黑。何况，遁走会穆虹事件，是一大佳话、一个罕
027.“何其声之似我也！”.txt	3	5	5	188	话说	我想我的小老弟林浊水（包括林义雄等新“宪法”迷）等人，大概不知道他们今天说的话，正是四十多年前国民党又搞总统制又搞内阁制时说的话！正因为国民党当年有那种“现实与理想的考虑”，所以贻害至今！四十多年后，国民党教育下的最出类拔萃的台湾人又来了！他们还说要反国民党呢！他们是国民党教育下的最成功同路人，只是昏然不自知而已。古话说：“此非吾君也，何其声之似我也！”国民党要偷偷笑死了。
028.又一个捡便宜的.txt	4	7	7	314	一天	郭倍宏只是一个1955年生的台湾台南人，在台大学土木工程，并且是国民党党棍。1980年去美国留学后，还是国民党的“职业学生”。1981年任北卡州大中国同学会财务负责人、北卡地区国民党小组长、1982年还竞选中国同学会会长。1983年宣布退出国民党，摇身一变，加入“台独联盟”美国本部，四年之内，夺权干到本部主席。总计他从做国民党的“职业学生”到背离国民党，于今才不过短短的六年时间，论在国民党内实际作恶，有功可录；论在为台湾人真正打拼，却乏善足陈。他没冒过一点险、没犯过一次难、没坐过一天牢、没吃过一日苦，仅以暴风雨中在外国一待九年的半做线民半逃兵，竟摇身一变
032.有劳小民丑表功.txt	2	3	3	448	故事	11月8日，在省政府任职的王长虹先生写信给我，告诉我一个故事，他说，省议员为了竞选，“要各厅处压迫我们替他提供一届四年、二届八年、三届十二年的分年列表‘政绩’，以向选民‘表功’。四年、八年、十二年，我们要在档案中一件、一件的找，有多难找呀！（现在的行政机关不够科学化，没有把民意代表的资料输入电脑）而且一般档案的‘保管期’，五年及十年，十年后，如不是重大案件，都烧掉了，叫我们到哪里找？要多少时间才能完成一个省议员的‘政绩’，他们（议员）还要我们‘限期交卷’，省议会有七十七位省议员，不是要‘整死’我们小公务员吗？无给职的民意代表省议员，每月可收入新台币十多万
032.有劳小民丑表功.txt	3	5	5	18	故事	看了这个小故事，才知道省议员多可恶！
035.郭倍宏原来是国特！.txt	2	3	3	220	一天	11月23日我写道：郭倍宏在台大学土木工程时，是国民党的党棍，1980年去美国留学后，还是国民党的“职业学生”、“国民党的线民”。从他做“职业学生”到“线民”到背离国民党，于今才不过短短的六年时间，论在国民党内作恶，有功可录；论在为台湾人真正打拼，却乏善足陈。他没冒过一点险、没犯过一次难、没坐过一天牢、没吃过一点苦，仅以暴风雨中在外国一待九年的半做线民半逃兵，竟摇身一变成为台湾人的英雄。这种英雄，未免当得也太荒谬、太容易、太没是非了吧！
039.冷眼看选热.txt	2	3	3	273	有一次	谈到美人儿隐瞒年龄，我曾目击一件妙事。我的朋友李翰祥的夫人张翠英女士，美人儿也，虽岁华老去，余妍犹见当年。有一次在李府做客，席中谈及李丽华的年龄，我们客人所记得的岁数，都被张翠英否决，而她所说的岁数，都比我们说的小了许多。我们知道张翠英对李丽华素无好感，如今对“影敌”的年龄，竟力加维护，宁非可怪？后来我才悟出道理：原来当年张翠英和李丽华固同台演少女戏者也，两人固然争“雌”，但却同庚，替李丽华瞒岁数，就是替自己瞒岁数；把李丽华年纪瞒住，别人就难以类推出自己的年纪，可见为人者己愈有、瞒人者人亦瞒之，年龄互保，人同此心，大家有所保留，亦大好事也。
039.冷眼看选热.txt	3	5	5	167	故事	选举热潮中，什么国民党、什么民进党，都使尽浑身解数，不择手段，朝对方丢大便，任何他们所服膺的“温、良、恭、俭、让”，全都忘得一干二净，而以互揭对方内幕为能事。我觉得，双方总该隐瞒一点，才够味道，精锐尽出的干法，太不斯文了。我觉得这个美人儿隐瞒年龄的故事，也许可资反省反省。政客也要讲究情调的，你为我隐，我为你隐，民主“风度”在其中矣！
041.“户半开”的民主.txt	3	5	5	211	话说	什么是“户半开”的民主？“户半开”的民主是一种似真又假的民主，它只是民主假象，“户半开”，只是似开非开，纵使你推门而入，其实进的，也只是外院，距离真正的登堂入室，还早得很哩！换句话说，这深宅大院的豪门，真正的权力核心，还在内室卧室。“户半开”一下，纵使让你进门，也不过是在外院跟你演戏。——“望得人眼欲穿，想得人心愈窄，多管是冤家不自在。”对民主有信仰的人，真以为从此就可“云雨会巫峡”，做成《西厢记》男主角，还早得很哩！
042.明人不做暗事.txt	3	5	5	36	故事	这个故事震撼了我。一个社会，可以无耻到光明正大的程度，神仙也救不了它了。
045.国民党的人才政策.txt	2	3	3	237	故事|有一次	已经去世的老“立法委员”张九如，跟我讲过一个故事。在国共谈判时， 他因为做过记录人员，所以常常见到周恩来。照共产党的规矩，共产党员对外谈判，至少要两人以上出场，隐喻互相监视之意。不过有一次，张群请周恩来吃饭，周恩来却单刀赴会，没有人陪他。那次饭局中，张九如敬陪末座。席间张群忽有所感，对周恩来说：“国民党的人才比共产党多，这一点阁下也不得不承认吧？”不料周恩来的答复却是：“共产党的人才的确没有国民党多，但共产党却能用这些有限的人才；国民党人才多，却不能用这些大量的人才。”
059.民主如晦，鸡鸣不已.txt	2	3	3	115	有一次	19世纪美国自由派牧师比彻（Henry Ward Beecher），有一次做政治性演说，听众有捣乱者，故作鸡叫以扰之。比彻乃掏出怀表，一边看一边说：“真奇怪，怎么十点钟鸡就叫了？不过，一定是清早了，因为低等动物的天性是不会错的。”
062.文昌是谁？.txt	2	3	3	91	有一次	有一次我在光华商场赵中令先生的古董店里，谈他老师章太炎先生的书法，进来一位年轻艺术家，端详一座文昌帝君的塑像，俨然内行也。最后问了一句：“文昌帝君是不就是文天祥？”我当时几乎笑出来。
062.文昌是谁？.txt	3	5	5	42	笑话	这就是台湾附庸文化的水平！大家好古而不知敏求，只见皮毛，却侈言中国文化，真是大笑话。
064.三头三脑话审美.txt	2	3	3	105	有一次	报上有一段描写刘宾雁，说他“手笨嘴也笨。有一次见到一位女士，他张口便说：‘你今天显得真年轻啊！’对方当然高兴，正待答话，谁知他仔细一端详，又加上一句：‘哦！上回见你，你没化妆！’气得那位女士一句话也说不出来。”
065.“假如我是一只狗”.txt	3	5	5	546	一天	记者的确太可恶。我在牢中看过刘君灿译的一篇《谈记者的采访》，是爱因斯坦在1934年写的。其中有这样几段：“设想下面这个情况。一天早上一个记者来找你，并友善地问你关于你朋友N的一些事情，起初你对这种提议难免有点气愤，但你马上就会发现你根本无法逃避，如果你拒绝发表谈话，这个人就会写：‘我询问了公认为N先生的一个最好的朋友，他谨慎地回避我的问题。’这无法避免地会使读者产生某种结论，因此你逃不掉，于是你就说了：‘N先生是一个乐天的、直肠子的人，相当为他所有的朋友所喜爱，他能为任何场合解除沉闷，他的事业前途无限，他为他的工作投入全部的心力，他热爱家庭，愿意尽其所有
071.大风论民进党.txt	2	3	3	378	有这样一段	《新官场现形记》的作者大风来信，有这样一段：“关于民进党之好谈‘台独’，并以此作为号召，令人难解。台湾之不可能被久许独立乃属常识问题，面对中共强势，侈言台独，愚不可及一也；民进党当前急务在取得岛上政权，俗语说：‘得陇望蜀’，今陇尚未得，何谈其他？蠢乎？狂乎？此其二也；得中国核子伞之保护，贸易四海，享乐台湾，退可以骄乡里、进可以傲美日，无国防之烦心、有酒肉之征逐，取国民党以代之、得一国之两制，虽五十年，而可以高枕无忧，何乐而不为？此其不解之三也。若不才是民进党，绝不侈言台独，当帅一千八百万阿土，以推翻国民党为职志，即使手无寸铁，揭竿而起，以人海战术，亦出头
074.“只会筑桥，不会玩桥”.txt	3	5	5	323	例如	凌鸿勋说：“因自小即以清苦自励，所以我一直没有任何嗜好。烟酒自然不敢沾染，后来大了，出外应酬，酒类不能点滴不饮，凡是被迫而系象征性的举杯是免不了，但烟则的确一生未有碰过我的嘴唇。我所生长的广州赌风甚盛，我父亲最恨的是赌博，他一生未尝打牌。我母亲晚年偶尔在家打牌消遣，我也曾陪着她打过几次的牌，但自从她逝世以后，我就不再打牌了。我因环境关系，使我的活动范围甚为狭窄。例如象棋我是懂得的，但并不爱看人着棋，自己更未曾下棋。围棋想是一种很高尚的艺术，但我性子绝不近，一点都不懂。近来桥牌的风气甚盛，甚至有国际比赛的举行，但我对桥牌也一样没有兴趣。偶然有人用句英文问我
091.蒋纬国切腹丑老爸.txt	4	7	7	353	一天	试以大特写三场，以志奇观。11月21日，台中市长候选人林柏榕在记者会中说，许荣淑对他市长任内的缺失的批评，完全不符事实，如能证实，他愿切腹；12月4日，南投县长兼南投县选委会主任委员吴敦义在群众大会中说，他办理南投县选务，若有对不起县民的地方，他愿切腹；12月30日，国家安全会议秘书长蒋纬国对《中央日报》记者说：“我是一个中国国民党的党员，一定遵守党的制度与规定，绝不会违反党纪，自行参选。我在前面说过，对于总统、副总统候选人，党有一定的提名程序与规定，任何党员自行参选，就是违反党纪，就要开除党籍。我是一个忠贞党员，你想如果有一天‘蒋纬国被开除党籍！’我何
095.宋楚瑜应知“唇亡齿寒”.txt	3	5	5	189	有这样一段	中国古代谚语中，就有“辅车相依，唇亡齿寒”的老话。唇齿关系的被重视，早就见于《左传》。《左传·僖公五年》有这样一段：“晋侯复假道于虞以伐虢。宫之奇谏曰：‘虢，虞之表也，虢亡，虞必从之。晋不可启，寇不可翫。一之谓甚，其可再乎？谚所谓辅车相依、唇亡齿寒者，其虞虢之谓也。’”可是宫之奇的劝告，虞公不听，还是答应了晋国借路伐虢的要求。不料，虢国一灭，晋军回师就偷袭虞国，把虞国消灭了。
097.蒋纬国的肉麻无耻.txt	2	3	3	62	话说	蒋纬国1月6日出席“立法院”，明白表示反对资深“国民大会”代表退职。他引述他老子的话说：“革命志士只有倒下去，没有蹲下去。”
103.蒋经国死了两年了.txt	2	3	3	249	故事	1990年1月13日是蒋经国死了两年了的日子。台湾岛民是浅盘的、现实的，所谓恩仇都是飘忽即过的，所以对死去的蒋经国，很少人再感兴趣，一如对蒋经国的老子蒋介石很少人再感兴趣一样。对他们父子感兴趣的，其实只剩下两种人，一种是他们的幸臣和私昵；一种是发愿要揭光蒋家丑史祸国史的历史家。前者多是一路得他们父子庇荫的当权派，以李登辉李焕为主；后者是一路被他们父子迫害的文化卜派，以李敖为主。前者继续告朔饩羊、虚应故事；后者继续以直报怨、鞭及枯骨。两者势不两立，却又并存于台湾小岛，为人间邪正，做了有趣的对比。
105.宋楚瑜失态.txt	2	3	3	113	一天	1月12日蒋经国二周年忌日前一天，国民党中央党部秘书长去大溪哭灵，竟下跪磕头起来。当年蒋介石死时，谢东闵曾带全台湾省市长、议长去下跪磕头，外省大员还算知点分寸，没那样做。如今宋楚瑜却开了头，失态不落台湾人之后，真为膝下增光也！
107.连假戏都不演了吗？.txt	4	7	7	57	例如	另一方面，自由派学者也会陪着演假戏。例如胡适就公开投莫德惠的票而不投蒋介石，以示支持一党独大以外的“总统候选人”。
110.何必学独裁国家的党员训练班模式？.txt	2	3	3	37	话说	古话说“此非吾君也，何其声之似我也”，看了民进党的新猷，国民党当做如是观。
115.死无葬身，还要修坟.txt	2	3	3	160	故事	我的朋友胡虚一先生去大陆探亲，我赠金以壮行色。不料他到大陆，除大送其礼外，还为亲人修新坟。回台之后，我笑他说：“你在台湾一穷二白，要靠朋友照顾，才能生活，我们有否葬身之地，都不可知；还花朋友送的钱，大修祖坟。这可太妙了。”胡虚一先生是最纯厚的中国人，他的修坟思想，颇可风世，尤可讽世。他的故事，真不知教人哭呢还是教人笑。
116.岂一个“色情刊物”了得！.txt	3	5	5	139	话说	4月1日报上说，克丽丝汀·赫芙纳（Christine Hefner）小姐头天发表谈话，说她的《花花公子》杂志（中文译名《公子生活》杂志是被国民党强迫改的）包含许多一流作家的自由创作，有政治、运动各方面的言论，及深入的人物专访，若将它视成一本色情刊物就太浪费文字了。这话说得不错。
116.岂一个“色情刊物”了得！.txt	4	7	7	108	笑话	用“色情刊物”四个字抹杀一切的人，这种人跟军阀看到“马”字就当马克思著作查禁的心态，并无不同。军阀把马字当头者一概查禁，结果马眉叔著的文法书——《马氏文通》亦在株连之列，闹出大笑话。今日的卫道之士的大脑，正此之谓也！
118.“一脸横肉、扑人而来”的男女.txt	2	3	3	462	故事	柏杨的学生屠申虹，写了一篇《柏杨事件之追忆》，提到柏老新夫人张香华女士的《我爱的人在火烧岛上》那首“诗”。这位新夫人是柏杨出狱以后结识的，齐以正《人权与柏杨》中说她是“一位更漂亮的太太”，我幸会一次，只见到一脸横肉、扑人而来，深感去第二任夫人艾玫远矣！这位第三任夫人以《我爱的人在火烧岛上》备述“诗”情，其实柏杨在火烧岛上的时候，她爱的人，别有其人，并且在台湾。台湾“诗人”作品之易引错觉也，由此可见。这种与事实不符的文字，被屠申虹总评如下：“这算不算是一首好诗，因为我不懂诗，所以无法置评。但是从这首堆满了形容词的诗作中，却联想到一个故事：老师出了一个作文题
119.为“郝横肉”进一补.txt	4	7	7	159	一天	她说：“1981年爸爸去世五年之后，有一天中央办公厅派人送给我八千元，说爸爸在世时早就说过给我的。我问其他人有没有，来人回答说都有。爸爸在世时已给李讷八千元，岸青哥哥也得到同样一份。至于‘太上皇’花了多少，没有说，我也不问。来人只说爸爸忘不了妈妈，派人给她送过钱。妈妈去世后，上海市委老干部处转交我妈妈留下的三千元。”
121.林正杰竟提倡妖妄.txt	2	3	3	198	例如|有这样一段	《立法院公报》第八十卷第二十五期登“立法院”院会记录，林正杰发言中竟有这样一段：“六年国建的财务问题也令本席忧心，林云大师曾在杂志上预测中华民国的国运，指称‘经济萧、财政亡’。目前我国确实存在经济萧条、财政崩溃的危机，例如经济成长率下降、出口负成长、制造业萎缩、民间投资衰退。而六年国建却计划将庞大资金投注于公共部门，甚至考虑增税百分之五十。在政府垄断所有资源的情形下，民间哪还有余力发展企业？”
122.“只是想吃一顿”、“只是想搞一下”、“只是想干一次”.txt	2	3	3	126	故事	李卓吾《初潭集》记“襄阳罗友，少时多谓之痴。尝伺人祠，欲乞食，往太蚤，门未开。主人迎神出见，问以非时何得在此，答曰：‘闻卿祠，欲乞一顿食耳！’遂隐门侧，至晓得食，乃退。”我很喜欢这个故事。——人家拜神拜鬼，他罗友先生却只是想吃一顿，所志在此，别无他意。
123.学生自己打自己.txt	2	3	3	473	一天	4月4日《联合晚报》登标题是：“自我体罚，小手打肿小脸。”内文提到：“一位家住新店北宜路的女读者投书指出，她五岁大的侄女正就读幼稚园大班，老师的管理方式也很有可议之处。小朋友上课说话若被老师发现超过三次，就要自己打十下耳光，声音不响要重打。小孩子哪知轻重，常把小脸蛋打得红肿。另一位住在台北市南昌街的读者投书说，他小学六年级的老师自己不批改作业，而是交给班长改，作业中如有错字，错一个字罚同学自己掌嘴十下。错得多的同学有时要把自己脸都打红了。另一位林姓家长则投诉说，老师会叫爱讲话的学生自己‘掌嘴’。林姓家长说，有一天，她心血来潮到学校探视女儿上课情形，看到女
127.台湾的毛笔.txt	2	3	3	177	笑话	台湾的毛笔字，严格说来，只有两个半可举：一个张大千、一个溥心畬、半个王壮为。张大千得其势、溥心畬得其逸、王壮为得其技。其他之人，皆不足道。至于大学有特务教起毛笔字来、电视有“专家”写起毛笔字来、车站有女人挂起毛笔字来，全是笑话。我李敖笔下，不足语毛，兴之所至，亦毛起毛落以告世人，王安石诗“千载纷争共一毛”，其实台湾并无此纷争，盖整个岛上，皆毛不成毛也！
140.丁玲冒充李自成之后？.txt	2	3	3	486	一天	香港中国通讯社北京4月18日电：“著名作家丁玲晚年在家中，向外人披露了她是李自成后裔这一鲜为人知的家史，引起此间学术界的关注。丁玲原名蒋冰之，出生于湖南临澧蒋家大院，家中占有土地跨十个县份。蒋冰之生父早年曾向她透露长期秘而不宣的家史。明末，闯王李自成兵败之后的一天，一位五十多岁的汉子挑着一副箩筐，带着一个五六岁的男孩和一位病重的妇女来到湖南临澧境内。那人自称姓蒋，向村人借了一间破屋安身。过了十几年，他扬言在地里挖掘一罐金锭，置办田产、屋舍，并为儿子娶妻，不久添了两个孙儿，后成为附近十几县之首富。老人谢世后，清廷已放松了对‘闯军’的追捕，蒋家长居的一支迁回
140.丁玲冒充李自成之后？.txt	4	7	7	159	例如	中共是“吹捧”李自成的。李自成当红，自然就有妄想症者“自我涉入”（ego-involvement），产生“夸大的妄想”或“光荣的妄想”（delusion of grandeur）。例如英国国王乔治四世，在老糊涂了的时候，硬说他参加过滑铁卢之战，打败过拿破仑。拿破仑都在战场上被自己打败了，又何况败军之将李自成来投奔呢？
146.共产主义会在二十年内没落？.txt	3	5	5	90	话说	北京日报引述中共政治局委员李锡铭的话说：“中国大陆内外的敌对势力都承认要在现阶段推翻我们是不可能的，他们将希望放在未来的十年、二十年后，我们所要面对的是他们对年轻一代的严厉斗争。”
153.金钱可使国家自由.txt	2	3	3	46	话说	瑞典一家日报5月28日引述爱沙尼亚外交部长的话说，爱沙尼亚愿意付给苏联十亿美元，以换取独立。
154.以喇嘛制喇嘛.txt	2	3	3	150	例如	一九九一年五月二十三日，西藏和平解放四十年。共产党对付这个黑暗的神权统治地区，每有绝招。例如西藏人修庙，可以，但得先向宗教事务管理局申请批准，完工后则由官方派人接管；然后发出布告招喇嘛，再指定一名政治喇嘛当住持，透过他，掌握庙中动态，此以喇嘛制喇嘛也。喇嘛欺负人民，本领有余；对付共产党，可差得远哪！
165.邵玉铭纵容色情广告.txt	3	5	5	222	记载	按“出版法”第32条明定：出版品不得为“触犯或煽动他人触犯……妨害风化”之记载，违反者得停止其发行，情节重大者撤销登记。在“刑法”方面，第235条规定：“散布或贩卖猥亵之文字、图画或其他物品，或公然陈列，或以他法供人观览者，处一年以下有期徒刑、拘役或科或并科三千元以下罚金。”且“意图散布、贩卖而制造、持有”者亦同，并没收之。法律既然规定得清清楚楚，而国民党“新闻局长”邵玉铭却视若无睹，徒知每天向郝柏村的大屁股恭敬相向，这种小官僚，太可耻了。
169.美国的黑名单.txt	2	3	3	438	小说	6月14日，《美国侨报》据《纽约时报》报导说，美国政府“同意将一份因意识形态问题而不准进入美国的外国人秘密名单上的所有二十五万个名字全部清除，从而结束了源于麦卡锡时代的长达四十年的一项做法。此举基本上是象征性的，因为去年的移民法修正案禁止国务院因信仰、言论和政治结社理由排斥某一个人入境。按照去年的法律，名单上的人必须申请将自己除名。但参院外交委员会星期三以十八票比零票通过的法案，要求国务院主动行动，清除这个名单。过去多年来，一直利用1952年的移民法案中意识形态排斥的规定，拒绝某些人入境，如诺贝尔文学奖获得者加·马尔克斯和巴勃罗·聂鲁达，英国小说家格·格
171.“政治黑名单取消了吗？”.txt	6	11	11	174	话说	第二，参院法案也不是“实质性”的废除了黑名单，只是名义上加以废除。因为在白宫向国会提出的反犯罪法案草案中，就有一条款专门针对外籍人士和持绿卡者而设。依据该条款，司法部可以秘密拘留被告，法庭可以秘密审判，可以不必要被告及其律师出庭，也不让他们知道被控罪名、罪证和判决结果。审判后，政府还可以把被告驱逐到任何地方去。换句话说，一切都进入了“地下活动”。
183.周恩来是南开大学出身的吗？.txt	2	3	3	145	笑话	国民党文字警察总监石永贵主持的《中央日报》，由于文化水平太低，常常闹笑话。7月18日，又来了一次。在该报“政海微言”的专栏中，以《大教育家之遗憾》为题，乱捧南开大学校长张伯苓，并指出：“中共故总理周恩来，亦南大出身。且为极为活跃之学生，在校颇得伯苓先生喜爱。”这里所写周恩来学历，出了大错。
191.陈鼓应还是回不来.txt	3	5	5	26	笑话	鼓应是我老朋友，他优点颇多，但一涉及女人，就出笑话。
191.陈鼓应还是回不来.txt	4	7	7	79	话说	7月3日，陈又亮来电话说：鼓应到香港，大哭穷，要老朋友“小和尚”速寄五百美金。“小和尚”寄去了。鼓应到了上海，找到“小和尚”的女友，给肏了。然后送她五百美金。
191.陈鼓应还是回不来.txt	5	9	9	122	笑话	我说我五叔喜说笑话，为人没大没小的。他去天津，我家老妈子托他办事，他偷偷赚了老妈子的钱，把赚到的钱，又全部买了茶叶，送给老妈子，然后欣赏老妈子对他歌颂之辞，引以为乐。其“问心无愧”、“一介不取”之风，与鼓应等。但鼓应扯及朋友的女人，未免太过分。
